incoming,converted,n_incoming,n_converted,name,description,namespaces,query
RTN1,6252,9636,1,RTN1,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LRRC9,341883,9637,1,LRRC9,leucine rich repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:19848],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PCNX4,64430,9638,1,PCNX4,pecanex 4 [Source:HGNC Symbol;Acc:HGNC:20349],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DHRS7,51635,9639,1,DHRS7,dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPM1A,5494,9640,1,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C14orf39,317761,9641,1,C14orf39,chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SALRNA1,None,9642,1,None,None,,query_1
SIX1,6495,9643,1,SIX1,SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MNAT1,4331,9644,1,MNAT1,MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRMT5,57570,9645,1,TRMT5,tRNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:23141],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC38A6,145389,9646,1,SLC38A6,solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PRKCH,5583,9647,1,PRKCH,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927780,None,9648,1,None,None,,query_1
FLJ22447,None,9649,1,None,None,,query_1
HIF1A-AS1,100750246,9650,1,HIF1A-AS1,HIF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43014],"ENTREZGENE,HGNC,WIKIGENE",query_1
HIF1A,3091,9651,1,HIF1A,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105370526,None,9652,1,None,None,,query_1
SNAPC1,6617,9653,1,SNAPC1,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYT16,83851,9654,1,SYT16,synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC00643,None,9655,1,None,None,,query_1
KCNH5,27133,9656,1,KCNH5,potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RHOJ,57381,9657,1,RHOJ,ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP2R5E,5529,9658,1,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SGPP1,81537,9659,1,SGPP1,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYNE2,23224,9660,1,SYNE2,spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ESR2,2100,9661,1,ESR2,estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MTHFD1,4522,9662,1,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZBTB1,22890,9663,1,ZBTB1,zinc finger and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20259],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC102723809,None,9664,1,None,None,,query_1
HSPA2,3306,9665,1,HSPA2,heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP1R36,145376,9666,1,PPP1R36,protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPTB,6710,9667,1,SPTB,"spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHURC1,91612,9668,1,CHURC1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHURC1-FNTB,100529261,9669,1,CHURC1-FNTB,CHURC1-FNTB readthrough [Source:HGNC Symbol;Acc:HGNC:42960],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHURC1-FNTB,100529261,9669,2,FNTB,"farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHURC1-FNTB,2342,9669,3,FNTB,"farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FUT8,2530,9670,1,FUT8,fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPHN,10243,9671,1,GPHN,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ATP6V1D,51382,9672,1,ATP6V1D,ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM229B,161145,9673,1,TMEM229B,transmembrane protein 229B [Source:HGNC Symbol;Acc:HGNC:20130],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PLEKHH1,57475,9674,1,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PIGH,5283,9675,1,PIGH,phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ARG2,384,9676,1,ARG2,arginase 2 [Source:HGNC Symbol;Acc:HGNC:664],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VTI1B,10490,9677,1,VTI1B,vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RDH11,51109,9678,1,RDH11,retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RDH12,145226,9679,1,RDH12,retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZFYVE26,23503,9680,1,ZFYVE26,zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RAD51B,5890,9681,1,RAD51B,RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACTN1,87,9682,1,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACTN1-AS1,None,9683,1,None,None,,query_1
DCAF5,8816,9684,1,DCAF5,DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EXD2,55218,9685,1,EXD2,exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GALNT16,57452,9686,1,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SUSD6,9766,9687,1,SUSD6,sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SMOC1,64093,9688,1,SMOC1,SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC8A3,6547,9689,1,SLC8A3,solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC646548,None,9690,1,None,None,,query_1
ADAM21P1,None,9691,1,None,None,,query_1
SYNJ2BP-COX16,51241,9692,1,COX16,cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYNJ2BP-COX16,100529257,9692,2,SYNJ2BP-COX16,SYNJ2BP-COX16 readthrough [Source:HGNC Symbol;Acc:HGNC:48350],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MAP3K9,4293,9693,1,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PCNX1,22990,9694,1,PCNX1,pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SIPA1L1,26037,9695,1,SIPA1L1,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RGS6,9628,9696,1,RGS6,regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DPF3,8110,9697,1,DPF3,double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DCAF4,26094,9698,1,DCAF4,DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZFYVE1,53349,9699,1,ZFYVE1,zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RBM25,58517,9700,1,RBM25,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSEN1,5663,9701,1,PSEN1,presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PAPLN,89932,9702,1,PAPLN,"papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NUMB,8650,9703,1,NUMB,NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HEATR4,399671,9704,1,HEATR4,HEAT repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:16761],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RIOX1,79697,9705,1,RIOX1,ribosomal oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:20968],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACOT2,10965,9706,1,ACOT2,acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACOT6,641372,9707,1,ACOT6,acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DNAL1,83544,9708,1,DNAL1,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ELMSAN1,91748,9709,1,ELMSAN1,ELM2 and Myb/SANT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19853],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100506476,None,9710,1,None,None,,query_1
PTGR2,145482,9711,1,PTGR2,prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF410,57862,9712,1,ZNF410,zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM161B,145483,9713,1,FAM161B,FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ENTPD5,957,9714,1,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BBOF1,80127,9715,1,BBOF1,basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALDH6A1,4329,9716,1,ALDH6A1,aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LIN52,91750,9717,1,LIN52,lin-52 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:19856],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VSX2,338917,9718,1,VSX2,visual system homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1975],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ABCD4,5826,9719,1,ABCD4,ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYNDIG1L,646658,9720,1,SYNDIG1L,synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LTBP2,4053,9721,1,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PROX2,283571,9722,1,PROX2,prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DLST,1743,9723,1,DLST,dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RPS6KL1,83694,9724,1,RPS6KL1,ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PGF,5228,9725,1,PGF,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MLH3,27030,9726,1,MLH3,mutL homolog 3 [Source:HGNC Symbol;Acc:HGNC:7128],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACYP1,97,9727,1,ACYP1,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZC2HC1C,79696,9728,1,ZC2HC1C,zinc finger C2HC-type containing 1C [Source:HGNC Symbol;Acc:HGNC:20354],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NEK9,91754,9729,1,NEK9,NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMED10,10972,9730,1,TMED10,transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
JDP2,122953,9731,1,JDP2,Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BATF,10538,9732,1,BATF,basic leucine zipper ATF-like transcription factor [Source:HGNC Symbol;Acc:HGNC:958],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FLVCR2,55640,9733,1,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2 [Source:HGNC Symbol;Acc:HGNC:20105],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TTLL5,23093,9734,1,TTLL5,tubulin tyrosine ligase like 5 [Source:HGNC Symbol;Acc:HGNC:19963],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IFT43,112752,9735,1,IFT43,intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPATCH2L,55668,9736,1,GPATCH2L,G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ESRRB,2103,9737,1,ESRRB,estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VASH1,22846,9738,1,VASH1,vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LRRC74A,145497,9739,1,LRRC74A,leucine rich repeat containing 74A [Source:HGNC Symbol;Acc:HGNC:23346],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02288,None,9740,1,None,None,,query_1
CIPC,85457,9741,1,CIPC,CLOCK interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM63C,57156,9742,1,TMEM63C,transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NGB,58157,9743,1,NGB,neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
POMT2,29954,9744,1,POMT2,protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GSTZ1,2954,9745,1,GSTZ1,glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMED8,283578,9746,1,TMED8,transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NOXRED1,122945,9747,1,NOXRED1,NADP dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20487],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VIPAS39,63894,9748,1,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:HGNC:20347]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AHSA1,10598,9749,1,AHSA1,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ISM2,145501,9750,1,ISM2,isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPTLC2,9517,9751,1,SPTLC2,serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALKBH1,8846,9752,1,ALKBH1,"alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLIRP,81892,9753,1,SLIRP,SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SNW1,22938,9754,1,SNW1,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C14orf178,283579,9755,1,C14orf178,chromosome 14 open reading frame 178 [Source:HGNC Symbol;Acc:HGNC:26385],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NRXN3,9369,9756,1,NRXN3,neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DIO2,1734,9757,1,DIO2,iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DIO2-AS1,None,9758,1,None,None,,query_1
CEP128,145508,9759,1,CEP128,centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TSHR,7253,9760,1,TSHR,thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GTF2A1,2957,9761,1,GTF2A1,general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STON2,85439,9762,1,STON2,stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02308,None,9763,1,None,None,,query_1
SEL1L,6400,9764,1,SEL1L,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:10717],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02301,None,9765,1,None,None,,query_1
SNORD3P3,None,9766,1,None,None,,query_1
LINC00911,None,9767,1,None,None,,query_1
FLRT2,23768,9768,1,FLRT2,fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02328,None,9769,1,None,None,,query_1
LINC01148,None,9770,1,None,None,,query_1
GALC,2581,9771,1,GALC,galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPR65,8477,9772,1,GPR65,G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01146,None,9773,1,None,None,,query_1
KCNK10,54207,9774,1,KCNK10,potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPATA7,55812,9775,1,SPATA7,spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PTPN21,11099,9776,1,PTPN21,protein tyrosine phosphatase non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZC3H14,79882,9777,1,ZC3H14,zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EML5,161436,9778,1,EML5,EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TTC8,123016,9779,1,TTC8,tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FOXN3,1112,9780,1,FOXN3,forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EFCAB11,90141,9781,1,EFCAB11,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TDP1,55775,9782,1,TDP1,tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KCNK13,56659,9783,1,KCNK13,potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSMC1,5700,9784,1,PSMC1,"proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NRDE2,55051,9785,1,NRDE2,"NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02317,None,9786,1,None,None,,query_1
LOC105370619,None,9787,1,None,None,,query_1
TTC7B,145567,9788,1,TTC7B,tetratricopeptide repeat domain 7B [Source:HGNC Symbol;Acc:HGNC:19858],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RPS6KA5,9252,9789,1,RPS6KA5,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C14orf159,None,9790,1,None,None,,query_1
CCDC88C,440193,9791,1,CCDC88C,coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP4R3A,55671,9792,1,PPP4R3A,protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
